"Date","EventId","Provider","Hint","Summary","Message"
"10/2/2025 3:20:09 PM","11004","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security stopped.","Wireless security stopped.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Security Hint: The operation was successful.
"
"10/2/2025 3:20:09 PM","8003","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully disconnected from a wireless network.","WLAN AutoConfig service has successfully disconnected from a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Reason: The network is disconnected due WFD Client Disconnect request.
"
"10/2/2025 3:20:11 PM","8000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service started a connection to a wireless network.","WLAN AutoConfig service started a connection to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 3:20:11 PM","11000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association started.","Wireless network association started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
802.1X Enabled: No
"
"10/2/2025 3:20:12 PM","11001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association succeeded.","Wireless network association succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Management Frame Protection Enabled: 0x1a00000000
"
"10/2/2025 3:20:12 PM","11010","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security started.","Wireless security started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
FIPS Mode: Disabled
802.1x Enabled: No
"
"10/2/2025 3:20:12 PM","11005","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security succeeded.","Wireless security succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 3:20:12 PM","8001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully connected to a wireless network.","WLAN AutoConfig service has successfully connected to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
PHY Type: 802.11ac
Authentication: WPA2-Personal
Encryption: AES-CCMP
802.1x Enabled: No
Hidden: true
"
"10/2/2025 3:21:30 PM","11004","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security stopped.","Wireless security stopped.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Security Hint: The operation was successful.
"
"10/2/2025 3:21:31 PM","8003","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully disconnected from a wireless network.","WLAN AutoConfig service has successfully disconnected from a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Reason: The network is disconnected due WFD Client Disconnect request.
"
"10/2/2025 3:51:03 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 114 to 115.","The system session has transitioned from 114 to 115.

Reason SessionUnlock 

BootId: 23"
"10/2/2025 3:51:03 PM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Idle Timeout."
"10/2/2025 3:51:30 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 115 to 116.","The system session has transitioned from 115 to 116.

Reason SessionUnlock 

BootId: 23"
"10/2/2025 4:25:32 PM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Input Mouse."
"10/2/2025 4:25:32 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 116 to 117.","The system session has transitioned from 116 to 117.

Reason InputHid 

BootId: 23"
"10/2/2025 5:08:52 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 117 to 118.","The system session has transitioned from 117 to 118.

Reason SessionUnlock 

BootId: 23"
"10/2/2025 5:08:52 PM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Idle Timeout."
"10/2/2025 5:08:58 PM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Input Keyboard."
"10/2/2025 5:08:58 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 118 to 120.","The system session has transitioned from 118 to 120.

Reason InputAccelerometer 

BootId: 23"
"10/2/2025 5:51:41 PM","8000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service started a connection to a wireless network.","WLAN AutoConfig service started a connection to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 5:51:41 PM","11000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association started.","Wireless network association started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
802.1X Enabled: No
"
"10/2/2025 5:51:42 PM","11001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association succeeded.","Wireless network association succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Management Frame Protection Enabled: 0x1b00000000
"
"10/2/2025 5:51:42 PM","11010","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security started.","Wireless security started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
FIPS Mode: Disabled
802.1x Enabled: No
"
"10/2/2025 5:51:42 PM","11005","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security succeeded.","Wireless security succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 5:51:42 PM","8001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully connected to a wireless network.","WLAN AutoConfig service has successfully connected to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
PHY Type: 802.11ac
Authentication: WPA2-Personal
Encryption: AES-CCMP
802.1x Enabled: No
Hidden: true
"
"10/2/2025 5:52:13 PM","11004","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security stopped.","Wireless security stopped.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Security Hint: The operation was successful.
"
"10/2/2025 5:52:13 PM","8003","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully disconnected from a wireless network.","WLAN AutoConfig service has successfully disconnected from a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Reason: The network is disconnected due WFD Client Disconnect request.
"
"10/2/2025 6:00:20 PM","8000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service started a connection to a wireless network.","WLAN AutoConfig service started a connection to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 6:00:20 PM","11000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association started.","Wireless network association started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
802.1X Enabled: No
"
"10/2/2025 6:00:21 PM","11001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association succeeded.","Wireless network association succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Management Frame Protection Enabled: 0x1c00000000
"
"10/2/2025 6:00:21 PM","11010","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security started.","Wireless security started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
FIPS Mode: Disabled
802.1x Enabled: No
"
"10/2/2025 6:00:21 PM","11005","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security succeeded.","Wireless security succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 6:00:21 PM","8001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully connected to a wireless network.","WLAN AutoConfig service has successfully connected to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
PHY Type: 802.11ac
Authentication: WPA2-Personal
Encryption: AES-CCMP
802.1x Enabled: No
Hidden: true
"
"10/2/2025 6:00:52 PM","11004","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security stopped.","Wireless security stopped.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Security Hint: The operation was successful.
"
"10/2/2025 6:00:52 PM","8003","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully disconnected from a wireless network.","WLAN AutoConfig service has successfully disconnected from a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Reason: The network is disconnected due WFD Client Disconnect request.
"
"10/2/2025 6:07:32 PM","8000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service started a connection to a wireless network.","WLAN AutoConfig service started a connection to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 6:07:32 PM","11000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association started.","Wireless network association started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
802.1X Enabled: No
"
"10/2/2025 6:07:32 PM","11001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association succeeded.","Wireless network association succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Management Frame Protection Enabled: 0x1d00000000
"
"10/2/2025 6:07:32 PM","11010","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security started.","Wireless security started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
FIPS Mode: Disabled
802.1x Enabled: No
"
"10/2/2025 6:07:33 PM","11005","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security succeeded.","Wireless security succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 6:07:33 PM","8001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully connected to a wireless network.","WLAN AutoConfig service has successfully connected to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
PHY Type: 802.11ac
Authentication: WPA2-Personal
Encryption: AES-CCMP
802.1x Enabled: No
Hidden: true
"
"10/2/2025 6:08:03 PM","11004","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security stopped.","Wireless security stopped.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Security Hint: The operation was successful.
"
"10/2/2025 6:08:04 PM","8003","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully disconnected from a wireless network.","WLAN AutoConfig service has successfully disconnected from a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Reason: The network is disconnected due WFD Client Disconnect request.
"
"10/2/2025 6:43:32 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 120 to 121.","The system session has transitioned from 120 to 121.

Reason PolicyChange 

BootId: 23"
"10/2/2025 6:43:32 PM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Lid."
"10/2/2025 6:43:34 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 121 to 122.","The system session has transitioned from 121 to 122.

Reason PolicyChange 

BootId: 23"
"10/3/2025 9:19:17 AM","12","Microsoft-Windows-Kernel-General","","The operating system started at system time ‎2025‎-‎10‎-‎03T13:19:17.500000000Z.","The operating system started at system time ‎2025‎-‎10‎-‎03T13:19:17.500000000Z."
"10/3/2025 9:19:17 AM","25","Microsoft-Windows-Kernel-General","","The system time was initialized to ‎2025‎-‎10‎-‎03T13:19:17.500000000Z. ","The system time was initialized to ‎2025‎-‎10‎-‎03T13:19:17.500000000Z. 

Loader time: ‎2025‎-‎10‎-‎03T13:19:15.000000000Z
Internal boot flags: 0x2
HAL RTC error code: 0x0
RTC time is in UTC: false
Soft boot: false
Success: true
Phase: 0"
"10/3/2025 9:19:17 AM","20","Microsoft-Windows-Kernel-General","","The leap second configuration has been updated.","The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
"10/3/2025 9:19:20 AM","125","Microsoft-Windows-Kernel-Power","","ACPI thermal zone \_TZ.TZS0 has been enumerated.             ","ACPI thermal zone \_TZ.TZS0 has been enumerated.             
_PSV = 0K             
_TC1 = 0             
_TC2 = 0             
_TSP = 0ms             
_AC0 = 0K             
_AC1 = 0K             
_AC2 = 0K             
_AC3 = 0K             
_AC4 = 0K             
_AC5 = 0K             
_AC6 = 0K             
_AC7 = 0K             
_AC8 = 0K             
_AC9 = 0K             
_CRT = 382K             
_HOT = 0K             
minimum throttle = 0             
_CR3 = 0K"
"10/3/2025 9:19:20 AM","125","Microsoft-Windows-Kernel-Power","","ACPI thermal zone \_TZ.TZS1 has been enumerated.             ","ACPI thermal zone \_TZ.TZS1 has been enumerated.             
_PSV = 0K             
_TC1 = 0             
_TC2 = 0             
_TSP = 0ms             
_AC0 = 0K             
_AC1 = 0K             
_AC2 = 0K             
_AC3 = 0K             
_AC4 = 0K             
_AC5 = 0K             
_AC6 = 0K             
_AC7 = 0K             
_AC8 = 0K             
_AC9 = 0K             
_CRT = 399K             
_HOT = 0K             
minimum throttle = 0             
_CR3 = 0K"
"10/3/2025 9:19:20 AM","41","Microsoft-Windows-Kernel-Power","CRITICAL power loss/unexpected shutdown","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly."
"10/3/2025 9:19:23 AM","24","Microsoft-Windows-Kernel-General","","The time zone information was refreshed with exit reason 0. Current time zone bias is 240.","The time zone information was refreshed with exit reason 0. Current time zone bias is 240."
"10/3/2025 9:19:24 AM","521","Microsoft-Windows-Kernel-Power","","Active battery count change.","Active battery count change."
"10/3/2025 9:19:24 AM","521","Microsoft-Windows-Kernel-Power","","Active battery count change.","Active battery count change."
"10/3/2025 9:19:34 AM","6008","EventLog","CRITICAL power loss/unexpected shutdown","The previous system shutdown at 6:48:20 PM on ‎10/‎2/‎2025 was unexpected.","The previous system shutdown at 6:48:20 PM on ‎10/‎2/‎2025 was unexpected."
"10/3/2025 9:19:34 AM","6009","EventLog","","Microsoft (R) Windows (R) 10.00. 26100  Multiprocessor Free.","Microsoft (R) Windows (R) 10.00. 26100  Multiprocessor Free."
"10/3/2025 9:19:34 AM","6005","EventLog","","The Event log service was started.","The Event log service was started."
"10/3/2025 9:19:34 AM","6013","EventLog","","The system uptime is 17 seconds.","The system uptime is 17 seconds."
"10/3/2025 9:19:39 AM","4000","Microsoft-Windows-WLAN-AutoConfig","","WLAN AutoConfig service has successfully started.","WLAN AutoConfig service has successfully started.
"
"10/3/2025 9:19:44 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat was cleared updating 44 keys and creating 10 modified pages.","The access history in hive \??\C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat was cleared updating 44 keys and creating 10 modified pages."
"10/3/2025 9:19:45 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\Users\angela\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 8 keys and creating 1 modified pages.","The access history in hive \??\C:\Users\angela\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 8 keys and creating 1 modified pages."
"10/3/2025 9:20:14 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\Users\angela\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.","The access history in hive \??\C:\Users\angela\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages."
"10/3/2025 9:20:23 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.OfficePushNotificationUtility_16.0.19231.20156_neutral__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.","The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.OfficePushNotificationUtility_16.0.19231.20156_neutral__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages."
"10/3/2025 9:20:24 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Office.ActionsServer_16.0.19231.20156_neutral__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.","The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Office.ActionsServer_16.0.19231.20156_neutral__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages."
"10/3/2025 9:20:49 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\Users\angela\AppData\Local\Packages\aimgr_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.","The access history in hive \??\C:\Users\angela\AppData\Local\Packages\aimgr_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages."
"10/3/2025 9:20:54 AM","8000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service started a connection to a wireless network.","WLAN AutoConfig service started a connection to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/3/2025 9:20:54 AM","11000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association started.","Wireless network association started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
802.1X Enabled: No
"
"10/3/2025 9:20:55 AM","11001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association succeeded.","Wireless network association succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Management Frame Protection Enabled: 0x100000000
"
